,product_num,product_id
320,321,430
321,322,431
322,323,433
323,324,435
324,325,438
325,326,440
326,327,442
327,328,443
328,329,444
329,330,445
330,331,446
331,332,447
332,333,448
333,334,449
334,335,450
335,336,451
336,337,452
337,338,453
338,339,454
339,340,455
340,341,457
341,342,458
342,343,459
343,344,460
344,345,463
345,346,464
346,347,466
347,348,467
348,349,468
349,350,469
350,351,470
351,352,471
352,353,472
353,354,473
354,355,474
355,356,476
356,357,477
357,358,478
358,359,479
359,360,480
360,361,481
361,362,483
362,363,484
363,364,485
364,365,486
365,366,487
366,367,488
367,368,489
368,369,490
369,370,491
370,371,492
371,372,493
372,373,494
373,374,495
374,375,496
375,376,498
376,377,499
377,378,502
378,379,503
379,380,504
380,381,505
381,382,506
382,383,507
383,384,509
384,385,511
385,386,512
386,387,513
387,388,514
388,389,515
389,390,516
390,391,517
391,392,519
392,393,520
393,394,521
394,395,522
395,396,524
396,397,525
397,398,527
398,399,528
399,400,529
400,401,531
401,402,532
402,403,534
403,404,536
404,405,538
405,406,539
406,407,540
407,408,541
408,409,542
409,410,543
410,411,544
411,412,545
412,413,546
413,414,547
414,415,548
415,416,549
416,417,550
417,418,551
418,419,552
419,420,553
420,421,555
421,422,556
422,423,557
423,424,558
424,425,559
425,426,560
426,427,561
427,428,563
428,429,564
429,430,565
430,431,566
431,432,567
432,433,569
433,434,570
434,435,571
435,436,573
436,437,575
437,438,586
438,439,588
439,440,589
440,441,593
441,442,594
442,443,595
443,444,596
444,445,598
445,446,599
446,447,600
447,448,601
448,449,602
449,450,603
450,451,605
451,452,606
452,453,608
453,454,609
454,455,610
455,456,612
456,457,613
457,458,615
458,459,616
459,460,617
460,461,618
461,462,622
462,463,623
463,464,624
464,465,625
465,466,626
466,467,627
467,468,628
468,469,629
469,470,630
470,471,631
471,472,632
472,473,633
473,474,634
474,475,635
475,476,636
476,477,637
477,478,638
478,479,639
479,480,640
480,481,641
481,482,642
482,483,643
483,484,644
484,485,645
485,486,646
486,487,647
487,488,648
488,489,649
489,490,650
490,491,651
491,492,652
492,493,653
493,494,654
494,495,655
495,496,656
496,497,657
497,498,658
498,499,659
499,500,660
500,501,661
501,502,664
502,503,671
503,504,673
504,505,676
505,506,680
506,507,681
507,508,682
508,509,685
509,510,686
510,511,687
511,512,690
512,513,692
513,514,694
514,515,701
515,516,702
516,517,703
517,518,704
518,519,705
519,520,706
520,521,707
521,522,708
522,523,709
523,524,710
524,525,711
525,526,712
526,527,713
527,528,714
528,529,715
529,530,716
530,531,717
531,532,718
532,533,719
533,534,720
534,535,721
535,536,722
536,537,723
537,538,724
538,539,725
539,540,726
540,541,727
541,542,728
542,543,729
543,544,730
544,545,731
545,546,732
546,547,734
547,548,735
548,549,736
549,550,737
550,551,738
551,552,739
552,553,740
553,554,741
554,555,742
555,556,743
556,557,744
557,558,745
558,559,746
559,560,747
560,561,748
561,562,749
562,563,750
563,564,751
564,565,752
565,566,753
566,567,754
567,568,755
568,569,756
569,570,757
570,571,758
571,572,759
572,573,760
573,574,761
574,575,762
575,576,763
576,577,764
577,578,765
578,579,766
579,580,767
580,581,768
581,582,769
582,583,770
583,584,771
584,585,772
585,586,773
586,587,774
587,588,797
588,589,820
